BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
5997353,1653423814,0,1,0,0,1,66,1664,76,1,90,1786,2148,52,0
15450240,1657144470,0.421517873,1,1,1,1,55,3850,55,2,84,1638,3894,28,0
15450240,1661999151,0.537919086,1,0,1,1,189,3057,18,1,74,1685,3522,0,0
6120123,1524145611,0,1,0,0,1,67,1827,412,2,78,998,2838,28,0
5643839,1645685493,0.432791339,1,1,1,1,53,842,57,3,88,2445,2763,53,1
15450240,1644834786,0.458396905,1,1,1,1,167,3850,65,1,67,1321,4472,60,1
15450240,1526897340,0.548402468,0,0,0,1,41,1507,19,1,72,1637,5251,54,0
5906574,1524145611,0,1,0,0,1,57,1378,29,1,70,1602,1721,27,0
6012609,1525469816,0,0,0,0,1,69,1633,82,2,89,1557,921,0,0
5819091,1526208595,0,0,0,0,1,86,947,54,3,37,1496,2126,0,0
5738970,1569903350,0,1,0,0,1,46,2184,37,1,31,1449,4088,26,0
5764452,1524145611,0,0,0,0,1,93,1437,60,1,101,3076,6432,24,0
5751465,1524145611,0,0,0,0,1,70,1507,40,3,64,1648,2662,32,0
15450240,1657390509,0.004087406,1,0,1,1,30,1720,59,3,42,1113,2012,29,1
5703274,1647517705,0,1,0,1,1,48,1756,70,1,59,1497,2072,26,0
15450240,1654889143,0.471600623,1,1,1,1,102,2591,54,3,205,2194,3525,58,1
15450240,1661999151,0,1,1,0,1,66,1535,52,2,94,1479,3932,56,0
15450240,1654877306,0.477824681,1,1,1,1,63,1667,67,1,73,1274,4162,57,1
6139528,1524145611,0.016722273,1,0,0,0,59,1574,79,1,33,1466,3122,58,0
15450240,1524145611,0,1,0,0,0,51,1726,39,1,66,1407,1274,26,0
15450240,1524145611,0,1,0,1,1,30,3225,67,3,77,1416,3131,0,0
15450240,1614675042,0.473284837,1,1,1,1,43,2655,40,1,68,1808,4422,56,1
15450240,1660182829,0.437430044,1,1,1,1,31,3850,69,1,99,1386,3666,24,1
15450240,1658450787,0.50797278,1,1,1,1,35,1089,6,1,110,1466,3744,67,1
6001417,1524145611,0,1,0,0,1,30,1674,77,2,61,1461,2244,0,0
5755895,1656386345,0,1,1,0,1,68,1734,42,3,79,1279,4533,25,0
6029797,1525358471,0,1,0,1,1,38,2655,13,2,50,1202,1558,0,1
6130171,1524145611,0,1,0,0,1,69,1101,49,2,65,1450,2900,0,0
5948307,1524145611,0.516358956,0,0,0,1,33,1049,41,1,79,2348,2283,54,0
6282286,1524145611,0.007496175,1,0,0,1,66,1457,51,2,83,1609,2747,27,0
6129605,1524145611,0,0,0,0,1,46,2509,51,3,112,1706,1924,0,0
15450240,1652407971,0,1,1,1,1,63,1582,71,1,52,2479,3489,56,1
5817018,1531070518,0.001144525,1,0,1,1,37,2353,35,1,47,1410,2049,54,1
15450240,1645934075,0.489508227,1,0,1,1,99,3147,51,3,86,1625,4841,54,0
5925001,1524145611,0,1,0,0,0,48,919,71,2,54,1671,2221,24,0
14352735,1661999151,0.493011181,1,1,1,1,42,1455,48,2,154,2722,3465,60,1
6210373,1524145611,0,1,0,0,1,70,1788,67,2,93,1459,1806,26,0
15450240,1638112381,0.44583317,1,1,1,1,73,2341,85,1,96,1280,5737,59,0
6261956,1524145611,0,1,0,0,0,56,1680,11,2,54,1467,1294,0,0
5832982,1524145611,0,1,0,0,1,46,873,90,2,90,1561,3076,24,0
5909886,1524268267,0,1,0,0,0,43,1253,38,1,32,1536,2462,0,0
5576469,1524145611,0.007565206,1,0,0,1,33,1663,45,2,105,1370,1939,0,0
6383117,1524145611,0.007485242,1,0,0,0,42,1617,49,1,94,1508,2411,26,0
14872398,1524145611,0,1,0,1,1,73,2994,80,2,98,1582,5283,55,1
15450240,1632950748,0.471388139,1,1,1,1,84,1691,67,1,76,1630,3165,55,1
5613179,1641541930,0.011964266,1,0,0,1,35,1329,68,3,215,1350,2995,25,1
15450240,1661999151,0.532509771,1,1,1,1,72,2327,71,1,294,1720,5225,54,1
5468684,1524145611,0.031430159,1,0,0,1,60,1569,41,2,93,2686,2166,28,0
15450240,1643001698,0.537356456,1,1,1,1,112,1740,54,1,78,3206,5173,50,1
6081298,1524145611,0.438306419,1,0,0,1,102,2322,46,1,96,1682,2757,28,0
6164982,1528627021,0,0,0,0,1,49,1539,76,1,122,1706,3588,24,0
5705638,1524787477,0.012627531,0,0,0,1,63,1579,67,3,44,1413,2531,0,0
5706764,1524145611,0.022187197,1,0,0,1,32,966,41,2,73,1593,3408,53,1
5744720,1524145611,0,1,0,0,0,34,1447,20,3,82,1393,921,2,0
5468684,1524145611,0,0,0,0,1,40,1086,65,2,67,1286,1344,56,0
15450240,1661999151,0.506020464,1,1,1,1,34,2069,35,1,157,1570,5283,57,1
15450240,1654118967,0.45887194,1,1,1,1,69,2470,55,3,120,1575,5019,23,1
12037677,1524145611,0,1,0,0,0,102,1748,59,2,79,1362,3356,23,0
15450240,1652596792,0.435823869,1,1,1,1,41,961,54,3,92,2350,2143,51,1
15450240,1634945687,0.486871317,1,1,1,1,37,1577,37,1,83,1684,4067,57,1
5486893,1524145611,0,0,0,0,1,39,1253,55,2,96,1631,6511,26,0
15450240,1658944910,0.540163051,1,0,0,1,31,1375,45,1,55,1629,4113,0,1
12703078,1524145611,0.473008221,1,0,0,1,43,1727,66,2,79,1577,3465,25,0
5719582,1661999151,0,1,0,0,0,60,1424,50,3,50,1740,4081,30,0
15450240,1652850552,0.46156614,1,1,1,1,79,2249,58,1,173,2458,3887,56,1
15450240,1651107233,0.57436789,1,1,1,1,123,1603,70,1,84,1793,4409,53,1
5468684,1524531714,0,1,1,1,1,31,1539,84,3,81,1137,2217,51,0
15213558,1645209858,0,1,0,0,0,42,955,72,3,68,1281,5179,28,1
5468684,1524145611,0,1,0,0,1,71,1008,53,2,64,1518,2295,0,0
5834623,1661999151,0,0,1,0,1,189,1463,70,1,104,1380,4105,55,0
6071940,1524638166,0,0,0,0,1,48,1349,51,2,40,1246,1842,0,0
5599622,1537589919,0,1,0,0,0,62,1409,54,1,82,1541,2819,0,0
5900009,1524145611,0,1,0,0,0,38,1144,64,2,101,1654,1520,27,0
6007652,1524145611,0,1,0,0,1,46,1475,48,1,114,1232,1808,22,0
6223528,1661999151,0,1,0,0,1,40,2328,77,3,98,1408,4481,23,0
15450240,1658407722,0.489227104,1,1,1,1,74,2929,64,1,105,1746,5517,53,1
15450240,1661999151,0,1,1,1,1,44,3850,21,1,82,1542,3442,31,0
15450240,1659440953,0,1,1,1,1,37,1716,48,3,96,1744,5695,53,1
15450240,1530693051,0.615691296,1,1,0,1,59,1598,59,3,77,1502,5004,59,1
12599924,1526918326,0.452887167,1,0,0,1,112,910,72,3,99,1361,3301,58,0
13800476,1525619459,0.004614376,1,1,0,1,39,1917,54,3,65,1607,6387,52,1
5807050,1524145611,0,1,0,0,1,37,1286,88,2,60,1501,3523,24,0
5811550,1527049603,0,0,0,0,1,45,1637,57,2,100,1416,2578,25,0
5468684,1524145611,0,1,0,0,1,64,1594,56,1,34,1616,1163,0,0
15450240,1644288086,0.489152728,1,0,1,1,49,1037,57,3,39,1603,2821,23,1
5876792,1529507883,0,1,0,0,0,39,1161,75,2,90,1760,2798,28,0
6147828,1530113791,0,1,0,0,0,64,1497,51,3,84,1461,3591,25,0
5774413,1530210424,0,1,0,0,1,45,1152,46,1,90,1670,3787,25,0
5716876,1524145611,0,1,0,1,1,54,1557,56,2,103,1561,2369,24,1
5468684,1642889138,0.001510506,1,1,1,1,115,1589,7,2,71,2921,1660,28,1
15450240,1658182851,0,1,0,0,0,69,1556,79,1,94,1476,4107,54,0
15450240,1659019175,0.475240844,1,1,1,1,100,1152,60,1,67,1461,3090,26,1
5728619,1643727944,0.430579889,1,1,1,1,41,1011,13,1,103,1200,2287,64,1
6128503,1604315799,0.006054011,0,0,0,1,73,1086,78,1,75,1399,2642,25,0
15450240,1660822807,0.493974914,1,1,1,1,56,1757,61,1,96,1680,5257,23,1
5888425,1524145611,0,1,0,0,1,76,1434,41,1,93,1439,4609,28,0
15450240,1661999151,0.503633359,1,1,1,1,110,2587,49,2,121,3288,7821,49,1
15450240,1648185743,0.446434934,1,1,1,1,65,1645,70,3,37,1204,4964,55,1
12472854,1524145611,0,1,1,1,1,31,1306,58,3,88,1702,2986,56,1
15450240,1661999151,0.48508477,1,1,1,1,101,1695,78,1,129,1746,5917,50,1
15450240,1638435142,0.4349464,1,1,1,1,100,2342,79,1,124,1711,5336,59,1
5695148,1524145611,0,1,0,0,0,110,1607,58,1,95,1433,3237,27,0
5468684,1524723578,0,0,0,0,1,65,1500,74,1,107,1604,3054,25,0
15217673,1645020129,0.509165134,1,1,1,1,43,1152,42,3,67,1809,5095,55,1
6354890,1524145611,0,1,0,0,0,44,1739,75,2,47,1384,2037,0,0
5716983,1524145611,0,0,0,0,1,83,1247,70,1,183,1265,2973,28,0
15450240,1655065641,0.490219465,1,1,1,1,42,1794,42,1,81,1416,4867,56,1
5556171,1524145611,0.012871667,1,0,0,1,42,1392,42,1,47,1471,3251,23,0
6426535,1524145611,0,1,0,0,1,62,1523,56,2,123,1685,1931,23,1
5533137,1524145611,0,1,0,0,1,64,1779,80,3,86,1650,4557,24,0
5857694,1526434135,0,1,0,0,1,32,1760,54,3,37,1196,2850,28,0
14901185,1658292379,0.456496653,1,1,1,1,122,2157,62,2,197,2498,4222,53,1
5468684,1524145611,0,1,1,0,1,30,944,78,2,87,1869,3340,28,0
12863017,1524145611,0,1,0,0,0,48,1491,80,2,161,1582,3442,56,0
5468684,1640692212,0,1,0,0,1,64,1369,75,1,75,1625,1002,25,1
5818242,1527556014,0,1,0,0,1,67,1312,56,2,88,1257,1931,23,0
15450240,1657661289,0.497051733,1,1,1,1,108,3320,71,3,116,1407,5219,52,1
5468684,1524145611,0,1,1,1,1,45,1101,70,1,57,1707,4105,57,1
15450240,1651234674,0.514728333,1,1,1,1,36,1042,79,1,83,1767,5537,51,1
15450240,1524145611,0,1,0,1,1,48,1531,50,1,89,1456,4357,58,1
14818912,1651591883,0.457751825,1,1,1,1,71,1685,62,1,40,1608,3408,27,0
14707732,1659581320,0.447537978,1,1,1,1,38,2190,54,1,92,1146,1935,52,1
15450240,1650001450,0.466571386,1,1,1,1,46,2781,73,1,110,1828,5342,51,1
15450240,1659673830,0.488061149,1,1,0,0,70,2492,64,1,52,1772,3421,26,0
5581908,1524145611,0.000525029,1,1,0,1,63,3333,41,3,194,2485,5065,32,0
5640086,1524145611,0,1,0,0,0,43,1774,72,2,105,1242,1106,0,0
15450240,1651188932,0.523628464,1,1,1,1,96,1517,54,3,91,1302,2952,55,1
15450240,1540069407,0,1,1,1,1,142,2393,15,1,105,1440,2369,33,1
15450240,1524145611,0,1,0,0,1,66,2326,47,1,190,1444,3648,64,0
15278725,1661999151,0.530471176,1,0,0,1,105,931,75,1,100,2614,3858,27,1
6212078,1530371618,0,0,1,0,1,64,1334,48,2,141,1506,2817,26,0
6801856,1524145611,0.45978637,1,0,1,1,40,963,51,3,101,1282,2620,52,0
6116624,1524145611,0.004950314,0,0,0,1,104,1192,86,2,47,1375,1721,25,0
15450240,1644221888,0.446503747,0,1,1,1,106,1059,46,1,72,1619,4016,26,1
5910391,1524145611,0.035545674,0,0,0,0,66,1522,76,3,68,1578,2184,27,0
6223775,1526250203,0,0,0,0,1,43,1002,64,3,62,1560,2925,0,0
15450240,1647306446,0.556684247,1,1,1,1,107,2580,47,1,89,2546,4535,0,1
5623665,1534656734,0,1,0,0,1,49,1340,76,2,88,1370,4438,0,0
15258354,1648533012,0.463900407,1,0,1,0,112,933,70,1,87,1652,4882,24,0
15450240,1524145611,0,1,0,1,1,30,1039,30,2,87,2592,3333,28,1
5923085,1524145611,0.002951452,1,0,0,1,30,1068,76,2,91,939,2429,0,0
5679798,1524145611,0,1,0,0,0,57,2087,43,1,69,1493,3248,28,0
5468684,1524145611,0.017392566,0,0,0,1,30,1163,50,2,93,1598,3223,55,0
6040024,1528364787,0,1,0,0,1,30,861,52,2,66,1262,1783,0,0
5879742,1526008972,0,1,0,0,1,44,1611,65,3,45,1671,3290,27,1
15450240,1649163754,0,1,1,0,1,43,2272,51,1,74,1646,4554,54,1
5468684,1526972737,0,1,0,0,0,37,1228,72,2,31,1335,1830,24,0
5477870,1538241761,0,0,0,0,1,45,1490,58,2,41,1529,1902,29,0
15450240,1661999151,0.007190842,1,1,1,1,68,2121,75,1,116,1420,6098,60,0
5689365,1524145611,0,1,0,0,1,53,1668,68,3,45,1389,2980,25,0
15450240,1655305248,0.464478078,1,1,1,1,111,1739,26,2,106,1489,3716,50,1
5468684,1524145611,0,0,0,0,1,38,1174,56,1,43,1754,1865,1,0
6783487,1525873010,0,1,0,0,0,49,1789,50,1,98,1339,2251,3,0
5762022,1524145611,0,1,0,0,1,53,1321,65,2,121,1607,2161,22,0
5893863,1537434157,0,1,0,0,1,40,1578,8,2,105,1404,2003,27,0
6391958,1524771142,0,1,0,0,1,30,1529,89,2,93,1513,2655,28,0
6785093,1531943244,0,1,0,0,0,35,1629,46,2,72,1872,3383,24,0
15450240,1644216849,0.422404759,1,1,1,1,189,2620,56,3,99,1833,6323,62,1
6065271,1524145611,0,1,0,0,1,45,1713,49,1,68,1611,2370,24,0
14601797,1525814962,0,1,1,1,1,106,912,45,2,65,1566,1981,27,1
5758288,1527005947,0.011373578,1,0,0,1,34,1276,65,2,135,1353,2201,0,0
15450240,1652129629,0.52553474,1,1,1,1,60,2130,45,1,74,2392,3007,57,1
15450240,1661999151,0,1,1,1,1,100,2047,64,1,135,1091,2782,26,0
6136873,1524145611,0.001784716,1,0,0,0,43,1657,61,2,64,1313,1803,52,0
15450240,1661999151,0.532515515,0,0,0,1,67,1713,15,1,101,2127,3251,59,0
15450240,1661020118,0.012178049,1,0,0,0,45,889,32,1,103,2387,4921,53,0
15450240,1653514494,0.450104104,1,0,1,1,67,1735,22,1,94,1344,5662,54,0
6316122,1526866575,0,1,0,0,0,68,932,81,2,71,1561,2598,0,0
15450240,1657756897,0.439594521,1,1,1,1,44,972,76,1,111,1789,6118,58,1
5468684,1524748281,0.012711336,1,0,0,0,72,1579,64,1,72,1590,3069,0,0
15450240,1656138207,0.442385023,1,1,1,1,88,1795,66,2,104,1329,2928,57,1
15450240,1641478888,0.435303958,1,1,1,1,30,2175,80,1,194,1688,5248,58,1
5468684,1524145611,0,1,1,0,1,90,1489,67,1,73,1558,3959,0,0
13520549,1652866605,0.003070793,1,1,1,1,110,2908,78,1,34,1573,5743,50,1
6371949,1524145611,0,1,0,0,0,30,1728,48,2,34,1491,2625,0,0
15450240,1632937442,0.482548772,1,1,1,1,189,2571,11,1,30,1620,2939,52,1
5686755,1524145611,0,1,0,0,0,44,1817,55,1,73,1563,3111,0,0
15450240,1524145611,0,1,1,1,1,32,996,65,1,75,1828,2766,52,1
5994729,1524145611,0.038349081,1,0,0,1,61,2435,80,2,76,1582,1776,25,0
6029275,1524145611,0,1,0,0,0,66,1065,67,2,76,1559,1105,27,0
5608279,1524145611,0,1,1,0,1,85,2796,70,1,63,1532,1327,0,0
15450240,1654875164,0.590120578,1,1,1,1,59,1503,54,1,34,2876,2738,52,1
5895995,1524145611,0.014092861,1,0,0,1,70,932,51,2,99,1602,5282,55,1
6160171,1524145611,0.021898154,1,0,0,1,73,1737,24,1,110,1203,2732,0,0
15450240,1661999151,0.443580664,1,1,1,1,43,2112,63,3,95,3364,6007,52,1
15450240,1639507099,0.446181242,1,1,1,1,189,2358,77,1,113,3149,6534,60,1
15450240,1595018416,0.02174227,1,0,0,1,41,3850,65,1,106,1114,4011,60,0
15442743,1658415102,0.493213049,1,1,1,1,44,1487,64,1,41,1237,2343,54,1
15450240,1640515491,0,1,1,1,1,38,1450,401,1,73,1652,2860,59,0
5468684,1524145611,0,0,0,0,1,48,1573,36,1,87,1439,4299,29,0
15450240,1652645412,0.454730906,1,1,1,1,131,1802,53,1,44,3010,5594,52,1
15450240,1572562700,0,1,1,1,1,45,2562,56,1,77,1498,3529,0,1
5856374,1524145611,0,1,0,0,1,63,1665,32,3,97,1675,2614,26,0
5863298,1524145611,0.004143429,1,0,0,1,45,1556,45,2,111,1626,4026,32,0
14367870,1643498076,0.453991104,1,1,1,1,113,2920,68,1,66,1607,3624,61,0
15037491,1645503014,0.424079925,1,1,1,1,73,1567,79,1,90,1613,4151,51,1
6132430,1524145611,0.002154222,1,0,0,1,68,1446,62,1,86,1522,3054,0,0
6534505,1525846040,0,0,0,0,1,47,1395,55,1,124,1619,2826,0,0
6125070,1651421191,0,0,0,0,1,39,729,71,2,118,1258,1134,50,0
5468684,1528742413,0,0,0,0,1,57,1278,47,1,60,1512,2663,0,0
5880981,1524145611,0,1,0,0,1,32,1576,82,2,85,1611,2023,0,0
6444963,1526171616,0,1,1,1,1,30,1623,69,1,120,2950,3983,0,0
5633048,1526631029,0,1,0,0,1,61,1270,52,2,100,1594,3198,23,0
15450240,1654190061,0.001751159,1,1,1,1,42,2058,73,1,100,1511,2921,52,1
15450240,1524145611,0,1,0,0,0,74,1217,60,1,144,1643,1045,29,0
15450240,1661694843,0.491995808,1,1,1,1,189,2795,47,1,105,3310,5102,53,1
5751062,1657865412,0.523624699,1,1,1,1,46,2502,53,3,75,1583,4804,57,0
5989692,1524145611,0,0,0,0,1,44,1657,65,1,100,1462,2550,0,0
6602201,1534714252,0,1,0,0,0,55,1147,71,2,75,1598,2158,25,0
6109026,1524145611,0,1,0,1,0,112,2695,70,3,31,1471,5246,57,0
15450240,1653203401,0.497377253,1,1,1,1,39,1485,66,1,95,1273,5010,51,1
6089856,1526534716,0,1,0,0,0,57,1595,59,2,76,1463,1091,25,0
15115816,1640635143,0.454427098,1,1,1,1,64,2367,73,3,105,1313,3579,59,1
5666907,1524145611,0,1,0,0,1,30,844,64,1,70,1603,1597,0,0
15450240,1567064056,0.013490863,1,1,0,1,65,1021,37,1,86,2648,2173,0,0
5591485,1583837175,0,0,0,0,1,47,2894,49,2,70,2074,2185,52,0
5904761,1524145611,0.004581194,1,0,0,1,69,1703,73,2,58,1537,3804,28,0
15450240,1652366134,0.466671248,1,1,1,1,92,1391,67,1,77,1642,5599,50,1
15450240,1642988015,0.475210574,1,1,1,1,77,1488,62,3,69,1831,6480,54,1
15450240,1653759578,0.484599181,1,1,1,1,118,2618,47,1,67,1269,2171,55,1
5468684,1524145611,0,1,0,0,0,35,1545,83,3,83,1567,2742,50,0
15450240,1650352357,0.462559671,1,1,1,1,110,2428,78,3,114,2927,5757,61,1
9463066,1524145611,0,1,0,0,1,64,1360,52,1,102,2325,3596,27,0
15450240,1524145611,0,1,1,0,1,37,843,47,2,103,1277,1597,54,0
15450240,1643660262,0.512817619,1,1,1,1,123,1499,57,1,178,1646,5890,50,1
6225046,1525195467,0,1,1,1,1,43,2565,50,1,117,2511,3268,26,0
6220941,1525535502,0.024731051,1,0,0,0,30,1534,53,2,67,1321,2065,28,0
5555834,1532675935,0.008333068,1,0,0,1,45,1458,27,2,77,1736,1395,0,0
5657978,1524145611,0,0,0,0,1,41,1456,26,2,103,1429,2753,0,0
5468684,1524145611,0,0,0,0,1,33,1126,59,3,93,1513,2818,25,0
5468684,1524145611,0,1,0,0,1,49,1506,29,1,101,1579,3506,54,0
5680063,1524145611,0,1,0,0,1,37,2331,27,2,118,1617,4028,26,0
15450240,1639750318,0.504321319,1,1,1,1,189,2540,68,1,75,1450,1888,58,1
5468684,1524145611,0,0,0,0,1,39,1412,62,1,30,1241,2321,27,0
15450240,1646908352,0.522517638,1,1,1,0,58,840,65,1,74,1644,3685,52,1
15450240,1651434724,0,1,1,0,1,67,1477,82,1,30,1248,3282,25,0
6185367,1524145611,0,0,0,0,1,44,1731,63,1,63,1239,2094,0,0
6303110,1524145611,0.019428517,1,0,1,1,32,1539,46,2,80,1515,1955,0,0
6126308,1524145611,0,0,0,0,1,56,3850,70,3,63,2267,3212,0,0
15450240,1661999151,0.538504376,1,1,1,1,111,2268,59,3,98,1194,5161,58,1
6098396,1524145611,0,0,0,0,0,58,1010,52,2,62,1658,1745,24,0
6391002,1531319986,0,1,0,0,0,34,2650,75,2,105,1449,2177,0,0
15450240,1524145611,0,0,1,0,1,42,1064,43,1,94,1228,1848,0,0
5864937,1524145611,0,0,0,0,1,48,1401,43,2,104,1651,2228,0,0
6607066,1531111694,0,1,0,0,0,39,977,78,1,81,1503,1760,0,0
5644119,1524145611,0,1,0,0,1,37,824,74,2,30,1495,1279,24,0
6434397,1524145611,0,1,0,0,1,44,1060,60,2,61,1494,2515,24,0
6196469,1533752852,0,1,0,0,1,34,1162,76,2,67,1413,4261,29,0
15450240,1524145611,0.566288003,1,0,0,0,99,1577,162,1,116,1566,3403,52,0
5468684,1547011915,0,0,0,0,1,33,864,64,1,89,1036,2682,0,0
14264287,1586461850,0.004623164,1,0,1,1,58,1715,38,1,115,1771,3708,29,0
15450240,1646617370,0.493559173,1,1,1,1,83,3155,65,1,56,1240,1635,60,1
15450240,1524145611,0,1,0,0,1,30,1818,47,1,67,1681,5722,0,1
5468684,1661999151,0,1,0,0,0,120,894,56,2,77,1738,2170,52,0
5636599,1528825269,0,1,0,0,0,40,1543,66,2,113,1229,1596,22,0
6039437,1526497275,0,0,0,0,1,34,1710,70,2,73,1554,2284,0,0
11371396,1525530174,0,0,0,0,1,45,883,57,1,49,1525,2821,25,0
6049023,1524145611,0,1,0,0,0,62,1800,67,2,96,1216,3679,26,0
5613387,1524145611,0,1,0,0,1,82,1562,89,1,85,1173,2591,23,0
15387257,1524145611,0,1,0,1,1,111,1747,75,1,30,1516,2695,25,0
15450240,1653258356,0.556194354,1,1,1,1,123,1055,64,1,93,1385,3584,54,1
5812650,1524145611,0,0,0,0,1,55,1337,92,2,56,1754,2610,0,0
14057229,1524145611,0,1,1,1,1,93,1472,20,3,87,1643,3844,53,1
5481477,1524586574,0,1,0,0,0,35,1522,57,2,72,1622,2942,0,0
5847638,1524145611,0,1,0,0,0,32,1614,75,2,30,1499,3576,0,0
6247687,1658636194,0,1,0,0,1,123,1088,56,1,52,1517,2108,0,1
15450240,1524145611,0.015489245,0,0,0,1,68,1708,39,2,85,1341,6168,26,0
15450240,1656483558,0.524277001,1,1,1,1,105,3082,63,1,112,2432,3428,55,1
15450240,1648376572,0.45343517,1,1,1,1,45,2936,84,1,110,1768,1275,52,1
5655630,1524145611,0,0,0,0,1,69,1092,85,3,53,1553,3836,23,0
6181557,1529123718,0.009339607,0,0,0,1,45,1477,50,1,90,1539,2270,0,0
15450240,1659664684,0.510226053,1,1,1,1,135,1781,36,1,48,2572,3925,56,1
15450240,1650874918,0.515015206,1,1,1,1,58,3850,72,1,275,2042,4780,51,1
5468684,1561234258,0.470824549,0,0,0,1,45,1118,55,3,81,1480,2633,51,0
5468684,1524145611,0,0,0,0,1,36,943,46,3,46,1601,2525,0,0
5793495,1524145611,0.016516983,1,0,0,0,37,1408,72,2,74,1607,3268,0,0
6029097,1524660535,0,1,0,0,0,66,1498,50,2,87,1484,1564,0,0
5719361,1524145611,0,1,0,0,1,40,1820,52,2,106,1415,3345,0,0
6242562,1528994162,0,1,0,0,1,42,897,56,1,77,1710,3606,26,0
15450240,1524145611,0,1,1,0,1,61,1388,24,2,109,1359,1808,57,0
6256762,1527106019,0,1,0,0,0,33,1683,57,2,116,1585,3319,25,0
5468684,1525099156,0,0,0,0,1,43,975,38,2,97,1060,2291,53,0
5629242,1524145611,0,1,0,0,1,47,1315,54,3,83,1710,2234,0,0
15450240,1661200243,0,1,1,1,1,93,1747,61,1,77,1647,5634,59,0
14856245,1524145611,0,1,1,0,1,40,2248,30,3,72,1502,2140,31,1
6280096,1524145611,0,1,0,0,1,34,1340,67,2,85,1551,2497,27,0
5835647,1529854281,0,1,0,0,1,45,774,39,1,30,1649,4111,30,0
15450240,1655416580,0.419498346,1,1,1,1,98,2812,83,1,294,2527,6255,58,1
15450240,1652549728,0.484843164,1,1,1,1,124,1801,66,3,100,1457,2836,55,1
5739756,1532027393,0,0,0,0,1,43,1442,51,1,91,2970,1958,53,0
6016507,1652239078,0.491336015,1,1,0,1,105,1594,30,2,145,1541,4851,53,0
5904117,1528286588,0,1,0,0,1,70,1618,81,1,63,1598,3549,0,0
15450240,1524145611,0,1,1,1,1,36,958,62,3,89,1606,2922,55,0
5468684,1524145611,0,0,0,0,1,40,747,86,2,79,1260,1530,0,0
6138853,1661773176,0.539408472,1,0,0,0,88,1623,47,3,110,1504,5998,61,0
5468684,1646561631,0.434798708,1,0,0,1,116,3447,39,1,82,1508,4479,58,0
15450240,1647322985,0.551157065,1,1,1,1,73,2850,64,1,103,1539,5354,58,1
5742895,1524145611,0,0,0,0,1,65,1326,62,2,63,1489,3588,0,0
14372427,1526733208,0,1,0,0,1,125,767,84,2,113,1520,2402,49,1
6229175,1621031538,0,1,0,0,1,54,3850,36,1,114,1603,2644,29,0
6115531,1524145611,0,1,0,0,1,62,1042,78,2,112,1381,1717,0,0
14985102,1657389444,0.003296499,1,0,0,1,63,1505,45,3,62,1224,1381,28,1
15450240,1639772802,0.491219498,1,0,1,1,54,2531,76,1,68,2208,1652,0,1
6501584,1524145611,0,1,0,0,0,189,1156,58,2,45,1447,1996,0,0
15450240,1660562014,0.441708579,1,1,1,1,31,3850,73,1,101,2269,3153,58,1
15450240,1641873688,0.437829656,1,1,1,1,99,1558,75,1,92,2477,4257,28,1
15450240,1650491443,0,1,0,1,1,37,1326,70,2,105,2471,3738,51,1
5645929,1524145611,0,1,0,0,1,49,933,43,2,71,1189,2149,0,0
15450240,1527882342,0.490297217,1,1,1,1,44,1737,49,1,88,2695,4745,27,1
15450240,1601678915,0.497153159,1,1,1,1,107,1101,70,1,208,1553,3428,53,1
5468684,1524145611,0,1,1,0,1,32,1452,59,1,99,1391,4003,52,1
5776847,1612240449,0,1,0,0,0,45,1331,35,1,46,1550,2036,27,0
15450240,1640515162,0,1,1,1,1,45,2416,47,1,46,2366,1757,58,1
14756329,1524285770,0,1,1,1,1,66,781,62,3,94,1440,3358,53,1
15450240,1661999151,0,1,0,0,1,31,1385,74,1,62,1276,2042,52,0
5982013,1641960509,0,1,0,0,0,112,1648,68,2,123,992,3262,55,0
15450240,1661999151,0,0,0,0,1,35,1353,38,1,94,1520,2756,57,0
5468684,1642117047,0,1,1,1,1,43,2286,61,1,113,2338,1127,31,1
5718481,1524294116,0.473478261,1,1,0,1,36,3645,72,2,79,1841,2500,0,1
5984566,1524151106,0,0,0,0,1,56,995,49,1,42,1571,2371,23,0
15450240,1647899521,0.461025884,1,1,1,1,189,1749,73,3,146,1241,2875,60,1
15450240,1648856301,0.411254473,1,1,1,1,43,975,89,3,103,2537,4815,0,0
5514788,1525729851,0,1,0,0,1,62,1156,72,2,58,1898,2330,0,0
5861267,1554896166,0,0,0,0,1,98,1598,34,1,57,2800,4065,54,0
6144650,1661999151,0,1,1,1,1,48,1565,73,2,81,1447,2127,23,0
5468684,1524145611,0.037790203,1,0,1,1,37,1078,72,2,66,1392,1830,0,0
5903644,1575133256,0,0,0,0,1,30,1247,39,1,104,1425,3112,0,0
5824806,1524145611,0,1,0,0,1,30,1626,45,2,87,1483,2391,58,0
15450240,1652561390,0.443780746,1,1,1,1,73,1367,74,3,114,1734,5905,52,1
15450240,1661999151,0.542375301,1,1,1,1,63,2069,85,1,53,1705,5770,50,1
6172469,1563977508,0,1,0,0,1,65,2645,36,1,75,1507,2473,31,1
15450240,1581876280,0,1,1,0,1,36,1781,23,1,69,1545,2954,51,1
15450240,1649323895,0.447896338,1,1,1,1,43,797,66,3,121,1648,2855,48,1
